"TITLE"	"CATEGORY"
"Louis C.K. Comedy ""Louie"" Returns For Season 4 After 19 Month Break"	"e"
"BMW Targets Significant Profit Gain as New Models Lift Sales (2)"	"b"
"Canceled And Renewed TV Shows For The 2014-'15 Season"	"e"
"Candy Crush Saga game makers see nearly $1bn wiped from company's value"	"b"
"Grant Gustin is bloody and bruised as he films scene for spin-off The Flash"	"e"
"Pharrell Williams wins spot on The Voice after Cee Lo Green's exit"	"e"
"Bill De Blasio Sings 'I Love L.A.' On Jimmy Kimmel Live After Losing Bet"	"e"
"Justin Bieber Blasts Lawyer For Asking About Selena Gomez In Deposition [Video]"	"e"
"Veteran Stand-Up And Touring Comedian John Pinette Dead At Age 50"	"e"
"Lisa Kudrow - Lisa Kudrow's The Comeback To Return After Almost A Decade"	"e"
"Primetime Emmy Awards 2014 -Breaking Bad Predictably Dominates Drama"	"e"
"Anne Sweeney To Leave Disney TV After 18 Years"	"e"
"Shia LaBeouf caught on camera trying to start a fight outside a New York strip  ..."	"e"
"Amgen, AbbVie Seen as Possible White Knights for AstraZeneca (5)"	"b"
"Pound Strengthens to Four-Year High After Yellen; Gilts Decline"	"b"
"Garth Brooks - Garth Brooks' Dublin Gigs Cancelled"	"e"
"Apple users urged to change passwords"	"t"
"Robert De Niro Talks About His Late Openly Gay Father, Ahead Of HBO  ..."	"e"
"Sierra Leone Is New Epicenter of Ebola Outbreak, Aid Group Says"	"m"
"Kate O'Mara, Dynasty star, dies aged 74 and Joan Collins leads tributes"	"e"
"Zillow CEO Coveted Trulia Since 2006 Before Chasing Deal"	"b"
"L'Wren Scott 'envied my simple life' reveals mother-of-eight sister"	"e"
"Mariah Carey takes twins Moroccan and Monroe out for pizza following marriage  ..."	"e"
"Emma Stone and Colin Firth in Magic In The Moonlight trailer"	"e"
"Ariana Grande Opens Up About Strenuous Relationship With Father After They  ..."	"e"
"Yellen Says Rates to Stay Low as Long as Jobs, Price Gaps Remain"	"b"
"Google's Street View Snooping Problems Aren't Going Away"	"t"
"Yen Weakens Versus Most Major Peers; Kiwi Approaches Record High"	"b"
"Bank of Ireland Falls as Moody's Sees Credit Risks: Dublin Mover"	"b"
"Here's Your Guide To All Of The New Fall TV Previews"	"e"
"AOL Profit Falls Short of Estimates on Costs to Lure Viewers (1)"	"b"
"Meet Once Upon A Time's latest princess! Frozen's Elsa unveiled in season finale"	"e"
"Seth Rogen On The Connections Between 'Neighbors' And 'Knocked Up': 'It Didn  ..."	"e"
"Treasuries Drop Most in More Than Month on Manufacturing"	"b"
"Oscar Isaac hosts 'Star Wars' parties"	"e"
"Macaulay Culkin's Band, Pizza Underground, Storm Off Stage At UK Festival Gig  ..."	"e"
"'Breaking Bad' Grabs Five Top Emmys to Cement Legacy"	"e"
"Burwell Has Track Record Winning Senate Confirmation"	"m"
"Mortgage Applications in the US Fell Last Week as Rates Rose"	"b"
"James Franco Says All Those Selfies Are Just About Giving People What They  ..."	"e"
"Justin Bieber sucks on a cigarette to replicate iconic James Dean pose"	"e"
"Lululemon's New CEO Tries His Hero Pose"	"b"
"Musk's Battery Plant Boosted as Panasonic Signs Letter of Intent"	"b"
"Mon Dior! Charlize Theron reveals gazelle-like legs in golden mini as she  ..."	"e"
"The Top 5 (Okay, 6) State Tax Charts"	"b"
"Mental Health Wellness Critical to Nation's Well-Being"	"m"
"Mark Ballas has arm in a sling ahead of Dancing With The Stars finale"	"e"
"Ergen DirecTV Overture Puts Dish in Play as AT&T Waits: Real M&A"	"b"
"Two planes nearly crashed mid-air at Newark Airport"	"b"
"As Beyonce's marriage is hit by claims of trouble, did Solange accuse Jay-Z of  ..."	"e"
"Chinese Spying Charges Come After Pittsburgh Left Steel Behind"	"b"
"New CDC PrEP Guidelines Could Transform HIV Prevention"	"m"
"Scarlett Johansson Will 'Put The Request In To Marvel' For Black Widow Movie"	"e"
"Lindsay Lohan - Lindsay Lohan: I felt humiliated by sex list"	"e"
"Solange Knowles - Solange Knowles 'At Peace' Over Elevator Bust-up"	"e"
"Softbank's Pitch to Regulators Paints False Picture of US Wireless"	"t"
"Selena Gomez Fires Parents As Managers, Currently Looking for The Perfect  ..."	"e"
"JPMorgan and Danske Among Funds Exposed to Gowex Fraud"	"b"
"Home Prices Rose 13.2%, Smallest Gain Since August Amid Higher Rates"	"b"
"Coldplay frontman Chris Martin at the center of rumors of friendship with  ..."	"e"
"Have Kim Kardashian and Kanye West Headed to Ireland For Their Honeymoon?"	"e"
"Google to get in shape: Firm set to announce Google Fit platform next week in  ..."	"t"
"'Harry Potter' Spinoff 'Fantastic Beasts' Is Getting A Trilogy"	"e"
"Making Teenage Dreams come true! Katy Perry launches her own record label  ..."	"e"
"Tv - Nate Berkus Weds In Historic Ceremony"	"e"
"""Duke Porn Star"" Belle Knocks Is Actually Ambitious And Feminist"	"e"
"Lennar Quarterly Profit Beats Estimates as US Home Sales Surge"	"b"
"Mickey Rooney's shambolic and desperate last days: Kept away from his wife as  ..."	"e"
"The Game 'involved in dramatic police standoff after pals are beaten up by club  ..."	"e"
"Kate Winslet - Kate Winslet Thrilled With Walk Of Fame Turn-out So Soon After  ..."	"e"
"Highlights From The 2014 Costume Institute Gala - Stars In Their Monday Best"	"e"
"Blake Lively And Ryan Reynolds Were The Best-Dressed Couple At The 2014  ..."	"e"
"FDA rules that honey with added sweeteners can no longer be called 'honey'"	"m"
"'Goonies 2' Is Happening According To Richard Donner"	"e"
"BNP Paribas Said to Plan Guilty Plea on June 30 in US Probe"	"b"
"Miley Cyrus Remains Hospitalized And Cancels Another 'Bangerz' Show"	"e"
"Elle Fanning strolls through Paris in white dress just weeks ahead of Maleficent  ..."	"e"
"Rob Kardashian skips Kim's wedding and flies back to LA after dubbing it  ..."	"e"
"OKCupid Publicly Rips Mozilla: 'We Wish Them Nothing But Failure'"	"t"
"Eczema may reduce risk of skin cancer: Condition means sufferers are more  ..."	"m"
"Will - Sean Hayes To Reunite With Will & Grace Director"	"e"
"Airbus Pitches A380 in New York After Snub by Emirates"	"b"
"Robin Thicke - Robin Thicke Tackles Detractors In Twitter Chat"	"e"
"New dance style? Miley Cyrus shows off WILD moves"	"e"
"Carly Rae Jepsen shows off her edgy side in a black leather mini skirt at the  ..."	"e"
"Heartbleed Bug Puts Millions Of Android Devices At Risk"	"t"
"How China's Government Set Up Alibaba's Success"	"b"
"Novartis Plans Alzheimer's Study in Symptomless Patients"	"m"
"What Would Jobs Think of Getting in Bed With IBM?: Opening Line"	"t"
"Paul Horn - Jazz Star Paul Horn Dead At 84"	"e"
"RACHEL JOHNSON: Finally... this big spender has realised what cash is really for"	"e"
"Beyonce - Beyonce Makes Surprise Appearance At Coachella"	"e"
"Drew Barrymore's Half-Sister Found Dead In Car Aged 47"	"e"
"As Iraq Burns, Kurds Try (and Fail) to Sell More Crude"	"b"
"Scandal: Columbus Short Needs Crisis Management After Punch Allegation"	"e"
"Florida Home Buyers Paid Cash in 64% of Sales, Highest in US"	"b"
"George Clooney's father Nick gushes about Amal Alamuddin"	"e"
"Sara Gilbert and singer fiancée Linda Perry tie the knot in secret ceremony"	"e"
"What Google Glass Can't See"	"t"
"Korea's Won Touches One-Week High as Yellen Backs US Recovery"	"b"
"""Homeless"" Robert Pattinson's ""Minions"" May Know Where All His Belongings Are"	"e"
"Canadian Dollar at Three-Month High After Minutes Damp Fed Bets"	"b"
"Equal Pay Day - Making Maryland Even Better for Women"	"b"
"Cross-Currency Swap Premium Rises Amid ECB Rate Cut Speculation"	"b"
"A Short-Term Solution for Deadly Pig Virus: Raise Fatter Hogs"	"b"
"Noel Wells, John Milhiser & Nasim Pedrad Out At 'Saturday Night Live'"	"e"
"'Veep' Season 3 Episode 3 Recap: Selina Dominates The Diss Rankings"	"e"
"Home > Freddie Prinze Jr > Freddie Prinze Jr. Lashes Out At Keifer Sutherland"	"e"
"Wal-Mart to Offer Used Video-Game Trade-In at US Locations (1)"	"b"
"Finally Some Good News For Bieber! No Charges Raised In Alleged Phone  ..."	"e"
"Selena Gomez Gets New Cryptic Tattoo, But What Does It Mean? [Picture]"	"e"
"Treasury Volatility Drops on Yellen Low-Rates Message"	"b"
"Robert Pattinson Opens Up About Ex-Lover Kristen Stewart's Cheating Scandal  ..."	"e"
"Miley Cyrus - Miley Cyrus Performs In Her Underwear After Missing Costume  ..."	"e"
"Dogs' Cancer-Sniffing Snouts Offering 90%-Plus Accuracy: Health"	"m"
"Rob Kardashian - Rob Kardashian vows to get in shape"	"e"
"AT&T Hacker 'Weev' Has Conviction Tossed Over Trial Locale (2)"	"t"
"Why Did the Omnicom-Publicis Deal Fall Apart?"	"b"
"ADP Says Companies in US Add Most Workers Since 2012"	"b"
"California man who went on run after refusing treatment for tuberculosis is found  ..."	"m"
"Murdoch Time Warner Bid Team Includes Dow Jones Advisers"	"b"
"Bryan Singer Scandal: Who's Accusing Who, Of What?"	"e"
"Ohio Earthquakes Linked To Fracking, A First For Region"	"b"
"Lionsgate Fancy Three More Divergent Films: 'Allegiant' to Be Two Movies"	"e"
"Hong Kong Stocks Heading for Six-Week Low After Tencent Drops"	"b"
"Fashion Designers Dolce, Gabbana Lose Appeal of Tax-Evasion Case"	"e"
"Southwest Flight Attendant's Safety Speech Has Passengers Rolling With  ..."	"e"
"Adam Levine Worked For Free on 'Begin Again' for The Experience"	"e"
"Microsoft Corp. on Thursday posted net income and revenue that beat Wall  ..."	"b"
"#YesAllWomen Trends On Twitter In Wake Of Isla Vista Shooting"	"e"
"France Says GE's Alstom Offer Is Improved on Job Pledge"	"b"
"'Captain America' Conquers Box Office For Third Straight Week"	"e"
"Asiana Says Boeing's 777 Needs More Cockpit Warnings on Airspeed"	"b"
"Pound Rises for Fifth Day as Retail-Sales Jump Stokes Rates Bets"	"b"
"Morrissey Fans Take That Whole Hugging Thing Too Far | ASSOCIATED PRESS"	"e"
"'I am so pleased and proud': Lorde to be sole curator of soundtrack for The  ..."	"e"
"Maya Angelou Dead: Award-Winning Poet, Author And Activist Dies At 86"	"e"
"Why Did Coachella Shut Down Beck's Performance?"	"e"
"Cheryl Burke reveals 15lbs weight loss, six years after hurtful 'fat' jibes left her in  ..."	"e"
"Watch The Trailer For 'Very Good Girls,' This Summer's Coming-Of-Age  ..."	"e"
"Jenny McCarthy Defends Comments Against Huge Backlash: ""I'm Not 'Anti  ..."	"m"
"Hayden Panettiere Pregnant: Who Is Mr. Wladimir Klitschko?"	"e"
"Michelle Fairley Will Not Return To 'Game Of Thrones' As Lady Stoneheart"	"e"
"49ers quarterback Colin Kaepernick calls story that he is being investigated for  ..."	"b"
"Flu-stricken Miley Cyrus cancels concert 30 minutes before show time... as  ..."	"e"
"Critical lashing doesn't stop Transformers"	"e"
"Walter Dean Myers, Beloved Author, Dies At 76"	"e"
"Is Apple Prepping a Bigger iPad for 2015?"	"t"
"Toyota Clings to Global Sales Lead Over Volkswagen"	"b"
"Ford Shows Why Hybrids Aren't Nearly as Efficient as We Think"	"t"
"Kathleen Sebelius Talks With HuffPost Community On Obamacare Deadline Day"	"b"
"Kanye West Talks About Being Turned On By Kim Kardashian, And Editing Their  ..."	"e"
"Multi-State E. Coli Outbreak Linked To Raw Clover Sprouts"	"m"
"George Clooney - George Clooney's Ex Weds In Mexico"	"e"
"Nintendo Loss Bigger Than Estimated as Games Fail to Lure Users"	"t"
"'F*** you!' George RR Martin lashes out at fans who doubt he will finish the  ..."	"e"
"The 5 Best Places to Celebrate St. Patrick's Day"	"e"
"Scout Willis Walks Topless In New York"	"e"
"Naomi Campbell is on form in striking embellished gown as she makes at  ..."	"e"
"Eminem And Rihanna Set For Huge Performance Of 'The Monster' At MTV Movie  ..."	"e"
"BIS Damps $2 Trillion Emerging Market Company Debt Spree"	"b"
"Morgan Stanley Almost Doubles Gorman's 2013 Pay to $18 Million"	"b"
"Toni Collette and Marisa Tomei celebrate The Realistic Joneses' opening night"	"e"
"Mila Kunis Hits The Red Carpet With Channing Tatum After Pregnancy News"	"e"
"Chris Evans Is Still Retiring From Acting After Marvel Movies"	"e"
"Rolf Harris sings Jake the Peg to sex case jury then tells them - I'm just a 'touchy  ..."	"e"
"Katie Couric Marries Longterm Partner John Molner In Intimate Summer Wedding"	"e"
"Stressed at work? Meditating really does work - and you'll see a difference in just  ..."	"m"
"Justin Bieber continues feud with Seth Rogen claiming he was shy"	"e"
"Twitter's Users Are in Asia, but Its Revenue Is in the US"	"b"
"Air Traffic Controllers Still Face Schedules That Can Cause Fatigue"	"m"
"The next generation of CASSETTE: Sony develops tapes that have 3700 times  ..."	"t"
"Kylie Jenner - Kendall and Kylie Jenner glad they're not friends with Selena  ..."	"e"
"Malaysian Jet's Disappearance Joins Longest in Modern Aviation"	"b"
"Apple Loses Patent-Use Bid in $2 Billion Samsung Trial (1)"	"t"
"Driverless cars on British roads within a year as ministers change law to allow  ..."	"t"
"Lindsay Lohan - Dina Lohan Sentenced To Community Service In Her Dwi Case"	"e"
"Sounds like a wild night! Miley Cyrus and friends get tattoo of her dead dog  ..."	"e"
"Miley Cyrus cradles new dog Moonie after singing to Floyd replica"	"e"
"Miley Cyrus Gives Away New Puppy Moonie Because ""It's Just Too Soon"""	"e"
"SEBASTIAN SHAKESPEARE: Duchess of Cambridge's parents cashing in on  ..."	"e"
"Beyonce - Beyonce And Jay Z To Tour Together"	"e"
"Sierra Leone Imposes Ebola Emergency as Liberia Sets Quarantines"	"m"
"Move over Netflix as Yahoo unveils its first original TV shows"	"e"
"Drew Barrymore Releases Statement Following Death Of Her Half-Sister"	"e"
"Toyota Revamps Camry's Looks to Sustain US Car-Volume Edge (1)"	"b"
"Lululemon Rises as CEO Says He'll Speed Up Global Expansion (1)"	"b"
"Unfinished Business: What I Learned From"	"e"
"French Montana - Khloé Kardashian is 'having so much fun'"	"e"
"Bill Clinton told Geithner murdering Goldman Sachs' CEO wouldn't satisfy 'blood  ..."	"b"
"Kendall Jenner brushes off Billboards flub as she and Khloe Kardashian jet off to  ..."	"e"
"Where Morgan Stanley Is Doing Better Than Goldman Sachs"	"b"
"Yellen Says Financial Instability Shouldn't Prompt Rate Change"	"b"
"So Who Was Lana Del Rey's Boyfriend Barrie-James O'Neill?"	"e"
"UK Inflation Rate Falls to Lowest Since 2009 on Motor Fuel (1)"	"b"
"Open SSL developer confesses to causing Heartbleed bug"	"t"
"GoPro Goes Big, but Customers Are Still Free to Jump"	"b"
"Airline Mergers Pushed JetBlue's Pilots to Join a Union"	"b"
"Lea Michele shows her sexy side as she frolics with a blond hunk in new On My  ..."	"e"
"He's not a gigolo, he's a 'love coach'! Lea Michele's new boyfriend shows off his  ..."	"e"
"Argentina Deposits $1 Billion For June 30 Bond Payments"	"b"
"Dolly Parton is a pint-size knickerbocker glittering glory"	"e"
"'Transcendence' Passed Over For Critics' Praise: What's Wrong With Johnny  ..."	"e"
"American Apparel boss fired over sex slave claims accuses board of 'hateful  ..."	"b"
"Marketwired Shuts Off Traders Amid New York Fairness Probe (1)"	"b"
"Cannes Film Festival Doubles Female Directors To Compete For Palme d'Or"	"e"
"10 Things to Know for Today - 27 June 2014"	"e"
"ECB's Constancio Says No Deflation Seen as Recovery Gains"	"b"
"Soybeans Rise to Nine-Month High as US Reserves at 10-Year Low"	"b"
"'I'm proud of that': Duck Dynasty's Jase Robertson reveals he was a virgin on his  ..."	"e"
"TOP Oil Market News: WTI Rebounds as Cushing Stockpiles Shrink"	"b"
"Did Miley Cyrus Tattoo Her Inner Lip With A Sad Yellow Kitty?"	"e"
"Ed Speleers and Jesse Plemons 'compete to be Jedi apprentice in Star Wars  ..."	"e"
"Women who give birth after the age of 33 live longer: Remaining fertile later in  ..."	"m"
"Samsung Posts Second Straight Profit Drop on Lower Prices"	"b"
"Selena Gomez - Selena Gomez fires parents as managers"	"e"
"GM Appoints Vehicle Safety Chief as Scrutiny Intensifies"	"b"
"PokerStars' Scheinberg Becomes Billionaire on Sale to Amaya"	"b"
"How John Travolta made up to Idina Menzel for flubbing her name at the Oscars"	"e"
"GM to recall further 3.4 million vehicles over ignition problems as drivers are  ..."	"b"
"L'Wren Scott's brother seen in LA ahead of funeral arranged by Mick Jagger"	"e"
"Lady Gaga GUY Video: We Try and Figure Out What The Hell Is Going On"	"e"
"UK Stocks Rebound From One-Month Low; EasyJet, Kingfisher Rise"	"b"
"'Game Of Thrones' Finale Thoughts: Will This Good Show Ever Be Great?"	"e"
"E-Cigarettes May Not Be As Safe As You Think"	"m"
"Russia Deputy Prime Minister Kozak Included on EU Sanctions List"	"b"
"GM CEO Barra Says Recalled Vehicles Safe to Drive With Key Alone"	"t"
"'An act of war': North Korea issues warning over 'reckless' new James Franco  ..."	"e"
"Lindsay Lohan - Lindsay Lohan 'Fine' After Miscarriage Reveal"	"e"
"Taylor Swift: Autographs Are Obsolete Because Of Selfies"	"e"
"Twilight's Nikki Reed Separates From American Idol Husband Paul McDonald"	"e"
"Ciara Celebrates Baby Shower With A-List Pals, Including Kim Kardashian And  ..."	"e"
"Burger King Supports LGBT Rights With 'Proud Whopper' And 'Be Your Way  ..."	"b"
"Top Ten Best-Selling Ebooks -- Week of May 31"	"b"
"Home > Sofia Vergara > Sofia Vergara And Joe Manganiello Are Dating?"	"e"
"Bacteria Can Survive For Days On Airplane Surfaces"	"m"
"Ebola Outbreak Leaves Hotels Empty as West Africa Borders Closed"	"m"
"Violent scuffle as Brad Pitt is 'struck in the face' by serial red carpet prankster  ..."	"e"
"Sixteen being monitored for deadly camel virus MERS after sharing flight with  ..."	"m"
"Gore Explains The Real Motiviation Behind Republicans' Climate Change Denial"	"t"
"MADISON, Wis. (AP) — Unemployment in Wisconsin dipped slightly in February  ..."	"b"
"Beyonce - Beyonce tops MTV VMA nominations"	"e"
"Beyonce and Kim Kardashian bump into one another at their exclusive  ..."	"e"
"GPIF Shakes Up Investment Committee With Three Abe Panel Members"	"b"
"'Colbert Report' Asian Joke On Twitter Leads To #CancelColbert"	"e"
"'Police called to Justin Bieber's home' after star throws wild party with Johnny  ..."	"e"
"Exxon Report Claims World 'Highly Unlikely' To Limit Fossil Fuels, Despite Risks"	"b"
"Nicki Minaj squeezed into LBD for risqué VMAs performance 'knowing it didn't fit  ..."	"e"
"Iggy Pop - Stooges drummer Scott Asheton dies aged 64"	"e"
"Art, Mental Illness and Frances Bean Cobain"	"e"
"'It's about living my dream... I made it happen': Kanye West reveals he first  ..."	"e"
"Rescuers Free Trapped Honduran Miners, Several Still Missing"	"b"
"'As long as I am alive, any book purporting to be with my cooperation is a  ..."	"e"
"Kakao Corp Agrees to Buy Daum to Spur Growth, Gain Seoul Listing"	"b"
"How it took Triceratops a million years to get its horn: Researchers revealed  ..."	"t"
"Mickey Rooney To Be Laid To Rest At Hollywood Forever Cemetery Alongside  ..."	"e"
"Apple Should Have Read The Lyrics Before Putting This Song In An Ad"	"t"
"Bachelor star Juan Pablo Galavis blames poor English for mocking the mentally  ..."	"e"
"Kansas girl, 9, dies due to rare brain-eating amoeba"	"m"
"BOE Sees Risk of Further Pound Gain as UK Economy Recovers (1)"	"b"
"Koalas Hug Tree Trunks To Stay Cool In Hot Weather, Study Shows"	"t"
"X-men - Bryan Singer Plans To Countersue Sexual Abuse Accuser"	"e"
"Iggy Azalea dons a black leather crop top and hot pants at Coachella"	"e"
"Jennifer Garner - Jennifer Garner babysat for Stephen Colbert"	"e"
"'Love is my reason to live': The Bachelorette contestant Eric Hill appears in final  ..."	"e"
"Burger King in Talks to Buy Canadian Chain Tim Hortons"	"b"
"Prince George Takes First (Public) Steps In Style"	"e"
"Ice Cube - Ice Cube Clarifies Paul Walker Comments"	"e"
"Unexpected Russian Manufacturing Gain Hard to Sustain, HSBC Says"	"b"
"Facebook Alters Settings So New Users Share Only With Friends"	"t"
"Fast track to space: Soyuz craft successfully docks at International Space Station  ..."	"t"
"'Dynasty' Star Kate O'Mara Dies Age 74"	"e"
"Disney Pays at Least $500 Million for Web Network Maker Studios"	"b"
"American Apparel Clothes Are 'Made in Downtown LA' Will That Change?"	"b"
"Yellen Issues New Warning About Housing"	"b"
"Sherri Shepherd's ex Lamar Sally denies that he 'asked for prenup promising  ..."	"e"
"Madonna - Madonna to direct new movie"	"e"
"Alzheimer's rates in richer countries are FALLING - but increasing in poorer areas"	"m"
"Celebrity photographer Terry Richardson denies sexually harassing models and  ..."	"e"
"North Dakota Production Tops 1 Million Barrels a Day"	"b"
"Google Maps Is Taken Over By Pokémon In April Fools' Prank"	"t"
"GM Tells Dealers To Stop Selling Chevrolet Cruzes Because Of Airbag Problem"	"t"
"GE Bids $17 Billion for Alstom Energy to Preempt Siemens"	"b"
"Vatican Bank Gets New Management and Marching Orders From the Pope"	"b"
"Are You John Mayer's Ex? He Dares You To Write A Song About Him"	"e"
"Cash cut for solar farms that blight countryside: Energy minister set to announce  ..."	"b"
"'The Bachelor': Does Juan Pablo And Nikki's Relationship Really Stand A Chance?"	"e"
"No 'Mean Girls' Sequel, Says Tina Fey: 'Mean Girls 2' Doesn't Count"	"e"
"George Clooney - George Clooney argues over Obama"	"e"
"Sarah Michelle Gellar Slams Kim Kardashian And The  ..."	"e"
"Brad Pitt - UKrainian Prankster Apologises For Red Carpet Stunts"	"e"
"Olivia Palermo - Olivia Palermo weds?"	"e"
"Kim Kardashian wears slit-to the-hip gown at Met Gala 2014"	"e"
"Bald Is Beautiful: The Message That Got One Young Girl Banned From School"	"m"
"From X-Rated To X-Men? Channing Tatum Hints At Next Role"	"e"
"Check iWatch for Nasdaq Bottom Time as Old Tech Gets New Respect"	"b"
"Beyonce and Jay Z take Blue Ivy shopping in The Hamptons... where 'friend' Kim  ..."	"e"
"PetMatch app finds you a new pet that looks similar to your dead animal"	"t"
"Evan Peters ""Pumped"" Michael Chiklis & Kathy Bates Will Play His Parents In  ..."	"e"
"Even Juan Pablo Thinks This Season Of 'The Bachelor' Has Been A Soap Opera"	"e"
"Nick Canon Reveals He Had To Wait Until The Honeymoon To Sleep With  ..."	"e"
"Casey Kasem and the Death of American Mass Culture"	"e"
"A Look At Tesla's Cheapest Car, The Model 3"	"t"
"Emma Watson changes into guaze dress for Noah premiere afterparty"	"e"
"'Mad Men' Recycled A Location On 'The Monolith' Last Night"	"e"
"Lena Dunham On The Love Advice That Landed Her Boyfriend Jack Antonoff"	"e"
"Andrew Garfield - Andrew Garfield: I was bullied at school"	"e"
"Racy Subway poster for breast enhancement sparks MTA investigation"	"b"
"IMF Says US Growth Leads as Russia, Brazil Soften: Economy"	"b"
"Europe Stocks Drop as Investors Weigh Data for ECB Clues"	"b"
"Citigroup Said to Lend $1.45 Billion to Its Landlord in New York"	"b"
"Is He Or Isn't He? Jason Mamoa Reportedly Set To Play Aquaman In 'Batman v  ..."	"e"
"Corn Slumps to Lowest Since 2010 on Ample US Supplies"	"b"
"Kim Kardashian's Ripped Jeans Fashion Faux Pas"	"e"
"Ed Sheeran joins Rudimental on stage at Glastonbury"	"e"
"The satellite and the supermoon: Stunning images reveal tiny spacecraft  ..."	"t"
"Starbucks pairs with La Boulange Bakery to open restaurant chain that serves  ..."	"b"
"European Stocks Rise as Metals Gain on China; Ruble Strengthens"	"b"
"Facebook's Mark Zuckerberg may be working on his own 'Secret' app"	"t"
"10 Life Lessons We've Learned From"	"e"
"'I'm homeless again!' Robert Pattinson reveals he has nowhere to live after  ..."	"e"
"T-Mobile Offers IPhone Trials, Music-Streaming Service"	"t"
"Miranda Lambert Sizzles On Rolling Stone Cover, Reveals Her Obsession With  ..."	"e"
"Kermit and Miss Piggy spoof Kim Kardashian and Kanye Vogue cover"	"e"
"Preparations underway for Jessica Simpson's wedding at San Ysidro Ranch as  ..."	"e"
"Khloe Kardashian shares romantic quote amid rumours she is dating rapper  ..."	"e"
"Walmart Strikes Deal That Will Hopefully Make Organic Food Cheaper"	"b"
"Apple Pitch to Programmers Shows Rising Google Threat"	"t"
"US Navy Seizes Tanker, Foiling Libya Rebel Attempt to Sell Oil"	"b"
"In ""Clouds Of Sils Maria"" Kristen Stewart And Juliette Binoche Dive Deep Into  ..."	"e"
"Nicki Minaj Addresses VMA Wardrobe Malfunction - ""Nipple Didn't Come Out To  ..."	"e"
"Draghi Unites Euro Bulls With Bears Watching $1.35: Currencies"	"b"
"Why Your Hatred of US Bank Stocks May Prove Misguided"	"b"
"Elon Musk warns the Terminator films could become reality: Tesla founder is  ..."	"t"
"Did Miley Cyrus Tattoo Her Inner Lip With A Sad Yellow Kitty?"	"e"
"Wheel Of Fortune contestant Emil stuns host Pat Sajak by guessing puzzle"	"e"
"Britain's Top Credit Rating Secured at S&P After Outlook Raised"	"b"
"Novartis to Buy Glaxo Cancer Drugs, Sell Animal Health"	"b"
"This Chart Makes Clear The Relationship Between Drowsy Driving And  ..."	"m"
"Johnny Depp And Amber Heard Throw Intimate Engagement Bash"	"e"
"Lawmakers Condemn 'Dangerous Pattern' Of Safety Lapses Following CDC  ..."	"m"
"Chris Evans Is Still Retiring From Acting After Marvel Movies"	"e"
"Netflix Calls for Stronger Rules on Handling of Web Traffic (2)"	"t"
"Next Financial Crisis Case: Bank of America"	"b"
"Vietnam Weighs Sea Rights Against China Business: Southeast Asia"	"b"
"Chrysler Is Killing An Iconic Soccer Mom Van"	"b"
"Nick Cannon drops hint about separation from Mariah Carey with baseball cap"	"e"
"Jessica Simpson And Eric Johnson Are ""Overwhelmed With Complete  ..."	"e"
"Twitter Is Getting Bigger in Asia Amid Decelerating User Growth"	"b"
"Google set to open its first flagship store in Manhattan...around the corner from  ..."	"t"
"Kathleen Sebelius' LGBT legacy"	"m"
"Mick Jagger Posts Touching Tribute To L'Wren Scott Following Her Tragic Death"	"e"
"Ruby Dee Dead: Legendary Actress And Civil Rights Activist Dies At 91"	"e"
"The Week That Workers Won (At Least a Little)"	"b"
"Corn Avalanche Coming as Rain Trumps US Planting Slide"	"b"
"Economy shrank 2.9percent in first quarter of 2014 - the steepest decline since  ..."	"b"
"Don't Fry Day: A Reminder to Protect Your Skin"	"m"
"Republicans Slam Dems' Equal Pay Push As 'Bizarre,' 'Condescending' To Women"	"b"
"Bowe Bergdahl 'is gradually being provided media coverage' about his  ..."	"e"
"One Year Later, Cory Monteith Is Not Forgotten By Lea Michele And ""Glee"" Friends"	"e"
"George Says Fed Should Allow Asset Runoff Prior to Rate Rise"	"b"
"Avril Lavigne - Avril Lavigne's Hello Kitty Video Taken Off Youtube After Racism  ..."	"e"
"Spanish Notes Drop as Demand Falls at Sale Before EU Elections"	"b"
"Tran's right knee was crushed and her left dislocated, but her daughters were fine"	"m"
"Italians demand transport of Syrian chemical weapons to their port is aborted"	"b"
"Zara Issues Apology For Children's 'Concentration Camp Uniform' Top"	"e"
"'The Interview': Are Seth Rogen and James Franco About to Start Another World  ..."	"e"
"Miley Cyrus - Miley Cyrus Teams Up With Wayne Coyne For Beatles Cover"	"e"
"Deutsche Bank Profit Beats Estimates on Trading; Shares Jump (2)"	"b"
"Mad Men season 7 premiere pulls in just 2.3m viewers"	"e"
"Euro Poised for Weekly Drop as Draghi Signals June Policy Move"	"b"
"Reviews: HBO's 'The Leftovers' Makes a Solid, If Not Controversial Start"	"e"
"Oil Falls as Libyan Supply Seen Rising, Iraq Output Remains Safe"	"b"
"Chelsea Handler - Chelsea Handler to quit US talk show"	"e"
"Elton John - Elton John celebrates his birthday"	"e"
"Autism Rate Has Increased -- 1 In 68 Kids Now Identified With The Disorder"	"m"
"Lilly's Gastric Cancer Drug Wins Sales Clearance From US FDA"	"m"
"Real Chimps Watch 'Dawn Of The Planet Of The Apes,' Revolution Begins"	"e"
"More than three million deaths worldwide are caused by alcohol"	"m"
"Bryan Singer brands sex abuse allegations 'a sick twisted shake down' as he  ..."	"e"
"Argentine Vice President Boudou Indicted in Corruption Case"	"b"
